,lookback,horizon,accuracy,mse,r_square,pcc
0,12,24,0.5405405405405406,0.01770850896308185,-3.1328385372834804,0.11261907058330309
1,18,24,0.4081081081081081,0.016372172991667346,-2.82096243224641,0.008329059760842705
2,24,24,0.49324324324324326,0.02823617371414147,-5.589800819172182,0.032132833944714875
3,30,24,0.5067567567567568,0.006467659243180525,-0.50943207143863,-0.050157189750622326
4,36,24,0.43783783783783786,0.0063938152727599186,-0.4921982542190919,0.003419188668898506
5,42,24,0.45,0.006311375821235439,-0.472958410652184,-0.0018753328219945796
6,48,24,0.4851351351351351,0.0068769944941816,-0.6049633498501938,0.04608759655014075
7,54,24,0.5540540540540541,0.009771814700862635,-1.280560856880296,0.08389204982448897
8,60,24,0.5648648648648649,0.004898762776797783,-0.1432806472395567,0.06193061096045949
9,66,24,0.6135135135135135,0.004200315602066362,0.019724008093346623,0.21356740384715814
10,72,24,0.5364864864864864,0.005060904297344108,-0.18112147991522742,0.12713646493266134
11,78,24,0.595945945945946,0.004508777906394018,-0.05226538984423934,0.11785124930260228
12,84,24,0.5364864864864864,0.0045914685886470664,-0.07156386601759324,0.10998358386831153
13,90,24,0.5283783783783784,0.0046674906772847195,-0.08930601575258668,-0.0033325422701068986
14,96,24,0.5202702702702703,0.004662323101620452,-0.08809999914813194,-0.11573559404338271
15,102,24,0.5067567567567568,0.004696237062560488,-0.09601489051572876,-0.1293298278265933
16,108,24,0.4918918918918919,0.004913764154141338,-0.14678169131543162,-0.19568478458792357
17,114,24,0.5445945945945946,0.004517125334927608,-0.05421352530853829,-0.06421590815161643
18,120,24,0.4743243243243243,0.004854852927650646,-0.1330329004021511,-0.20817663451607193
19,126,24,0.5527027027027027,0.0046436887408233376,-0.08375108391305974,0.07735959787990457
