,lookback,horizon,accuracy,mse,r_square,pcc
0,12,24,0.4486486486486487,0.024815338553674567,-2.959456743915308,0.12081955599777872
1,18,24,0.42702702702702705,0.014461013736588167,-1.307353503936274,-0.007141979727742704
2,24,24,0.37972972972972974,0.010188302191409971,-0.6256131961919935,-0.2783570576062897
3,30,24,0.40135135135135136,0.0075404439315190875,-0.20312932713736953,-0.1708362437879855
4,36,24,0.4486486486486487,0.007354575391958234,-0.1734727322513434,-0.02500257119334135
5,42,24,0.4581081081081081,0.008184718282458595,-0.3059276999357674,0.055867354478731174
6,48,24,0.4810810810810811,0.009722449683654863,-0.551283247015149,0.1274993947531204
7,54,24,0.5256756756756756,0.010375020251865964,-0.6554053379386875,0.19458337091745587
8,60,24,0.5459459459459459,0.011511345696577474,-0.8367138232375639,0.08563426282941485
9,66,24,0.6040540540540541,0.010185750527628335,-0.6252060608089098,0.17260495077624533
10,72,24,0.5972972972972973,0.007460142998236179,-0.19031676481258009,0.1823821816084361
11,78,24,0.5797297297297297,0.006766582068983301,-0.07965438183897211,0.0906264815679752
12,84,24,0.5148648648648648,0.007059132768255631,-0.12633284389845678,0.060512013917445644
13,90,24,0.5162162162162162,0.007499799458866995,-0.1966442239421371,0.07132238914716382
14,96,24,0.527027027027027,0.007224179634774316,-0.1526671986478796,0.10205413077560599
15,102,24,0.5486486486486486,0.006458894427514106,-0.030560717273424576,0.12863600420417326
16,108,24,0.577027027027027,0.006780708280358134,-0.08190831533953968,0.10589082675492334
17,114,24,0.5351351351351351,0.006308229413065036,-0.006521085243333502,0.18436943949598256
18,120,24,0.5611814345991561,0.006816579709706346,-0.08880654145594358,0.09570596689077263
19,126,24,0.5561312607944733,0.006718635412521016,-0.004148792384718769,0.10997794286685054
