seed,accuracy,mse,r_square,pcc
0,0.6413586413586414,0.0024542066395740205,-5.038114428380656,0.49530422836401067
1,0.6793206793206793,0.002529699559449634,-3.627292244217861,0.4046131221428168
2,0.6413586413586414,0.002637538796423598,-3.9124545340416157,0.41312607895684844
3,0.5874125874125874,0.002650245020349911,-7.933845960544543,0.435009977619407
4,0.6763236763236763,0.0023880070008525938,-6.548359452729534,0.4583218571165957
5,0.6563436563436563,0.0030101724513712787,-1.596130705814756,0.43282236617610526
6,0.6163836163836164,0.0027309070804572987,-5.392003918235049,0.4374701798412996
7,0.6453546453546454,0.002465723349745679,-6.221899733683459,0.4507488779135841
8,0.6333666333666333,0.0024283533814012217,-6.598648744643559,0.46771941157090646
9,0.6553446553446554,0.002372812951305471,-5.551716866363896,0.4587178620542901
10,0.6523476523476524,0.0025026581299620316,-2.780657228203398,0.46563716529486826
11,0.6113886113886113,0.002631114376977343,-4.015465966990931,0.43877501430896315
12,0.6813186813186813,0.002569529435130597,-1.831998107094357,0.4480343177663838
13,0.6193806193806194,0.0026594849409411403,-9.153386017670776,0.385370887654236
14,0.6433566433566433,0.002763399710517663,-2.452169520257637,0.4076873894880353
15,0.6373626373626373,0.002584510247268038,-4.118379245499074,0.44789008283633713
16,0.7002997002997003,0.002264497385879328,-1.4502631037305194,0.48762164407043546
17,0.6143856143856143,0.002603311744237116,-8.642322712558023,0.40327327784670697
18,0.5734265734265734,0.0029585096268044697,-9.009700308328682,0.40195082120529346
19,0.5984015984015985,0.0026066497940793053,-8.635174184291179,0.4478130782409767
20,0.6883116883116883,0.0023865697555589143,-3.5051627979076656,0.45423269624136836
21,0.6333666333666333,0.0026179918274017583,-4.507007195494336,0.4323853272874708
22,0.6413586413586414,0.002473272905042457,-4.560505365172949,0.44145333989776847
23,0.6053946053946054,0.0027248763928955236,-6.215985547296878,0.4185999391191428
24,0.6423576423576424,0.003087059882374475,-1.428647281565404,0.42738858469272156
25,0.6303696303696303,0.0025463038238693865,-8.412104949906706,0.42496943434479656
26,0.6203796203796204,0.0026887792437452394,-6.661748988991741,0.376923980917333
27,0.6693306693306693,0.0024198480199364124,-5.936783431678139,0.43111490561732246
28,0.5794205794205795,0.0028106684844921106,-27.672757673065412,0.36809124037681096
29,0.6783216783216783,0.0023537599721232413,-2.4572924415443667,0.4486201353299506
30,0.6593406593406593,0.0024373578184574015,-3.356188988744562,0.4313922851776731
31,0.6253746253746254,0.0026180408179122473,-4.376903663318019,0.4451872327908245
32,0.6293706293706294,0.002601312993252542,-3.3940153562447923,0.40827560797148105
33,0.6883116883116883,0.002450088474605155,-2.1351832009116536,0.4424452520747213
34,0.6493506493506493,0.0024684801119810766,-4.4632977967654,0.4264191599112213
35,0.6393606393606394,0.0031782441942779216,-1.3282466366317704,0.4505691737206312
36,0.6373626373626373,0.0025227009655326652,-2.835245210818276,0.44238654684875073
37,0.5994005994005994,0.0026828603640805136,-11.113143005075766,0.4105360051969309
38,0.6203796203796204,0.0025576794018873357,-17.00531189773162,0.42192146580319645
39,0.6593406593406593,0.0025151412199991164,-6.994444922337676,0.3867145403486741
40,0.5894105894105894,0.002900707462110045,-10.768241202987069,0.3351347663779993
41,0.6313686313686314,0.002689604776837819,-2.817114992116468,0.43242961564503113
42,0.6083916083916084,0.002622399120490264,-7.703263248212956,0.3815438998404689
43,0.6583416583416584,0.0026115390456891764,-2.497906911353614,0.4672814619478669
44,0.6383616383616384,0.00259992201465873,-3.4647750432350533,0.47722446787295797
45,0.5644355644355644,0.0035634499113596854,-6.068713153331579,0.48722452082807277
46,0.6823176823176823,0.002339725374193135,-2.4623315405097066,0.4566589747207721
47,0.6273726273726273,0.0026735487217814428,-3.5599415800289815,0.4515983345418375
48,0.6373626373626373,0.002562215178097583,-1.9855746304425872,0.4418845793347427
49,0.6293706293706294,0.002445063056316169,-6.57862129202001,0.43923746667146535
50,0.6163836163836164,0.0026437386053973526,-4.2672171556439205,0.42683448624153353
51,0.6083916083916084,0.002729471109973119,-6.447381372478236,0.398013691272073
52,0.6583416583416584,0.0029014738238528617,-1.918044825782955,0.4520544222309738
53,0.6313686313686314,0.003022281151361651,-2.0658133836210886,0.41761503518777743
54,0.5644355644355644,0.0029006410812148537,-26.170159718064486,0.2280620876444771
55,0.6083916083916084,0.002587380493285477,-5.803785765120429,0.42063185777167666
56,0.6333666333666333,0.0027537185950631997,-2.6554797994817116,0.4393371191702701
57,0.6853146853146853,0.002405927429035015,-1.6450893546489733,0.4462546865852284
58,0.5784215784215784,0.0027880617887784836,-16.26369743504068,0.352927181887575
59,0.6323676323676324,0.0025233067507310714,-3.2765373356793734,0.4493595054077087
60,0.6813186813186813,0.0024012715930989063,-4.397578688349992,0.43240775750995164
61,0.5974025974025974,0.0025874815321489425,-10.92440007894798,0.3596726452151954
62,0.6083916083916084,0.0027862072490764493,-22.664263525303948,0.23570477985703012
63,0.6263736263736264,0.0024587636829420017,-3.1366523710704346,0.4925379852417167
64,0.5924075924075924,0.002621853532173153,-1.9934582310071822,0.40260352419451034
65,0.7162837162837162,0.002406424198225196,-1.1724334713602382,0.4772193887084253
66,0.5644355644355644,0.0026866133724704126,-7.123863321947319,0.4568568323638913
67,0.5824175824175825,0.005212676328901014,-1.585659459759782,0.4254668893674398
68,0.6433566433566433,0.002500968209056002,-2.7446422202083305,0.46730254996747844
69,0.6273726273726273,0.0025562701476505158,-8.290867577927981,0.4232330031382692
70,0.6653346653346653,0.002449691419051593,-9.886584555502948,0.4421286706032331
71,0.6133866133866134,0.0026100643601898632,-5.932170688624925,0.38922962209952594
72,0.6923076923076923,0.002353362131600128,-1.8098899371515076,0.4588333196013289
73,0.5864135864135864,0.0027577899985627716,-21.580966637809333,0.3804783010625739
74,0.6153846153846154,0.002662464555097591,-3.7302327789878795,0.47272764327663713
75,0.6363636363636364,0.0025788977029895413,-2.678960422401725,0.44540087880644286
76,0.5044955044955045,0.0030298726245219384,-80.56394657676705,-0.06361530413270763
77,0.5924075924075924,0.0026893214195924013,-9.082977047288889,0.39614264808800154
78,0.6233766233766234,0.002606633505445006,-4.243542513973493,0.47053111727502533
79,0.6893106893106893,0.002470897906975816,-1.5419696550869992,0.4459280403171531
80,0.6293706293706294,0.002493717763361821,-5.97468822763506,0.4440892246162721
81,0.6213786213786214,0.0026007643781642913,-7.169344275215833,0.4409660664716566
82,0.7082917082917083,0.0024967445046962717,-1.2170298152464958,0.4671368321512193
83,0.6533466533466533,0.0025763813296905804,-5.354192005276159,0.4333641917739012
84,0.5854145854145855,0.0027260215347588517,-22.249499339567823,0.36967385681126874
85,0.5984015984015985,0.0028175043041216443,-6.737217024054317,0.45260293019635545
86,0.5774225774225774,0.002983370398889091,-92.05715246593886,0.055357265613009354
87,0.6103896103896104,0.0025927786510971124,-4.152655476521082,0.37534164701744677
88,0.6273726273726273,0.002876287824641792,-2.319082642757149,0.4723259672271177
89,0.5874125874125874,0.0026844843745451015,-22.47304156128485,0.3724360801287965
90,0.6153846153846154,0.002722903708781751,-18.23206145772173,0.330527273304263
91,0.6333666333666333,0.002535072185976633,-4.3161014622985014,0.42859030865027437
92,0.6613386613386614,0.0023860458061606186,-4.258270965063936,0.4578983377471738
93,0.6053946053946054,0.002738209059912906,-4.420860860793912,0.45167123546631305
94,0.6343656343656343,0.0025747436761305903,-4.541250521352719,0.4516674096556054
95,0.6303696303696303,0.0026364331605493747,-3.007384490307963,0.3465802150908077
96,0.6403596403596403,0.002587879325982201,-7.405564588521315,0.3645446159224058
97,0.6113886113886113,0.002689215696818157,-4.010265103020419,0.44469504522915493
98,0.6343656343656343,0.0026208145394888446,-4.7508251968799105,0.4142065723798929
99,0.6513486513486514,0.0025549326575528774,-11.464153614101706,0.4001335871347246
ensemble_result,0.6403596403596403,0.0025005057489246776,-4.95651022258363,0.45393902966893873
