seed,accuracy,mse,r_square,pcc
0,0.6073926073926074,0.01205351204485494,-12.274724610300625,0.09422851986435044
1,0.5004995004995005,0.016238537820431897,-4.714241004509969,-0.14499052472089857
2,0.5324675324675324,0.015317040432332249,-7.99388120603286,-0.13389199278613323
3,0.6183816183816184,0.01377262628656732,-3.8152758529929622,0.04614750894547056
4,0.5534465534465535,0.015406139894341479,-15.328086360309044,-0.23169092787872858
5,0.5534465534465535,0.015701406172237958,-2.9318634785486326,-0.01738293433056454
6,0.6103896103896104,0.013896584208475865,-7.8097063834448655,0.2713022450179219
7,0.5364635364635365,0.01159426143038144,-31.941077747277262,0.11905655553735285
8,0.5364635364635365,0.015274179085570312,-5.788252447674072,-0.09909548060687155
9,0.6583416583416584,0.01294548149035378,-6.284334097084481,0.07624778860610905
10,0.3756243756243756,0.015037494248396843,-15.32303793687392,-0.03602154501789183
11,0.5734265734265734,0.012768143743818742,-7.733704442595419,0.040438575895468024
12,0.5554445554445554,0.015972125210353044,-4.030676776270053,-0.06830623201898257
13,0.3946053946053946,0.017430696738317614,-11.60983937684409,-0.2769135370086545
14,0.5494505494505495,0.011759740301336464,-31.178844488332544,0.01464926361711891
15,0.5624375624375625,0.013438500514045196,-7.695857590892281,0.011673221145169095
16,0.5414585414585414,0.014589747699379778,-4.4842518787397685,-0.03902231427907829
17,0.46353646353646355,0.012261100516605625,-29.7037195701673,0.0689306259104506
18,0.4925074925074925,0.01714488608136276,-3.459656689984145,-0.13858998414814766
19,0.6113886113886113,0.011673340135197809,-44.71384263061142,0.07954523480275283
20,0.5444555444555444,0.013268974480771809,-9.234646648879483,-0.027960336605132752
21,0.5014985014985015,0.013046134990821587,-12.429920243946272,-0.04182471314415587
22,0.5764235764235764,0.01387075380928082,-10.181727266717768,-0.15890616298099164
23,0.5644355644355644,0.015399896254749792,-4.0428758682011585,-0.01276596475196484
24,0.6333666333666333,0.012472382231329137,-7.225568247779769,0.05675180433502036
25,0.5914085914085914,0.013638443783918403,-6.391926345542979,-0.03617764053137083
26,0.6513486513486514,0.010707562450263964,-28.255614617650714,0.30056250352063496
27,0.46553446553446554,0.014974869471756375,-28.796965370093037,-0.20922290433032326
28,0.4985014985014985,0.012447660713322579,-73.04785852821902,-0.2870692240035556
29,0.5524475524475524,0.017865233779221664,-2.5865074227572595,-0.09482789956203286
30,0.5114885114885115,0.01311992113986763,-12.169107852152997,-0.0752309282917113
31,0.5294705294705294,0.011792597522179852,-22.556605829296636,0.11847234307426416
32,0.5724275724275725,0.012230873548061677,-17.40654502453775,-0.022484648695788874
33,0.6193806193806194,0.011993521469958716,-14.279296176924547,0.08318717199622207
34,0.47952047952047955,0.01208028456311097,-25.153524684378823,0.051803277822250714
35,0.5004995004995005,0.013148355776884071,-30.269336851213698,-0.17677845096581168
36,0.5394605394605395,0.013664861553187631,-12.957670482765394,-0.11784775226860035
37,0.4995004995004995,0.012601972865398452,-37.605065532334685,-0.13206006409602672
38,0.5364635364635365,0.014809850834353953,-6.14293455676368,-0.06932806470058964
39,0.44455544455544455,0.013343774385875976,-21.154982022699155,-0.17037707588747839
40,0.5934065934065934,0.012197142448665427,-18.00316481184914,0.18857687408548449
41,0.44755244755244755,0.014247185354842313,-5.9757718435792935,-0.07723031707860606
42,0.4945054945054945,0.01558299153293224,-8.668767393273688,-0.12747132818113366
43,0.5384615384615384,0.015346885935816615,-3.350990735172884,-0.030884637126869487
44,0.6673326673326674,0.011367416864825742,-8.730562993172793,0.257612801040925
45,0.6443556443556444,0.010010691190092395,-4.099450559015504,0.3603981347335088
46,0.6063936063936064,0.011831578179849369,-13.285647990812624,0.11168175736502733
47,0.4955044955044955,0.01417379192868769,-6.697758715843994,-0.062287989358248724
48,0.5724275724275725,0.01615745379029984,-2.4509539108489222,0.014269732505867428
49,0.4405594405594406,0.013663837680797224,-32.15249770220195,-0.10299744331008816
50,0.4865134865134865,0.01374224576122203,-13.679818351447345,-0.15879481950844154
51,0.6753246753246753,0.010692333074823188,-22.633405513045467,0.26498514863605244
52,0.5864135864135864,0.012688260359949266,-5.376426695215908,0.08049334713543502
53,0.5054945054945055,0.013845558094354784,-12.6485001565289,-0.15668349372471185
54,0.4775224775224775,0.012580965603713258,-20.35427647901817,-0.06404665599238109
55,0.45754245754245754,0.014775415741623207,-7.0625821312991945,-0.16083018229026352
56,0.42357642357642356,0.015002592194849024,-12.759771187130417,-0.21129000807040077
57,0.5244755244755245,0.013953135222548468,-10.697387335160148,-0.17257957324088477
58,0.5644355644355644,0.014309530270522541,-4.3730683449140875,0.004634829519195933
59,0.47352647352647353,0.013830011763514956,-10.794823952658112,-0.15586503882611902
60,0.6013986013986014,0.012415173607853748,-15.192667211227501,-0.036889290329508884
61,0.5254745254745254,0.014992601203476591,-12.951032426049766,-0.30878588346441943
62,0.4045954045954046,0.012187663916513335,-68.15650620143681,0.09374208522580077
63,0.6903096903096904,0.011398474006603342,-39.21873425788568,0.23392465257434986
64,0.4905094905094905,0.017978017229058667,-6.28584926726833,-0.20876508270771754
65,0.3836163836163836,0.018640623985176172,-8.169695688659095,-0.1358255791656216
66,0.41358641358641357,0.01266545583384406,-64.23789926417061,-0.17445127132601332
67,0.6633366633366633,0.013149737774202249,-5.528139332773756,0.08764423482739633
68,0.44955044955044954,0.014522666155184109,-14.185602888767637,-0.14012222973766045
69,0.6083916083916084,0.01085179750698236,-40.695445515235996,0.2607389650836872
70,0.6043956043956044,0.012434459494710061,-10.74357626334898,0.04706447836601525
71,0.4915084915084915,0.019102901397636374,-2.764988749948392,-0.1553386031407541
72,0.6543456543456544,0.011020608009594625,-3.8450605064456456,0.27409098457397585
73,0.4855144855144855,0.012120160416957314,-37.799298010738596,0.047763629658936504
74,0.5314685314685315,0.013994915936497473,-6.738991240780276,-0.0749675352491968
75,0.6543456543456544,0.01174764270738841,-15.554520719929386,0.07025594107521539
76,0.4355644355644356,0.01379733272145082,-55.81433498845766,-0.1999788209648607
77,0.46553446553446554,0.01196845117436299,-7.420944450243052,0.12253262323829388
78,0.4835164835164835,0.012444175866866993,-13.827836657554755,0.07087775279747906
79,0.5414585414585414,0.014930940936748802,-7.417861475266465,-0.1495189406810914
80,0.5504495504495505,0.015219226296277892,-5.278787474554207,-0.06488046168357113
81,0.4945054945054945,0.011223168335056426,-35.99375967480639,0.13643129380999325
