seed,accuracy,mse,r_square,pcc
0,0.5114885114885115,0.0069793346890610515,-5.836913431558606,0.1656567809512315
1,0.4725274725274725,0.007736508713219785,-17.120110808895628,-0.13061345003171132
2,0.45254745254745254,0.012083163178101713,-1.0573712633178785,0.1193597168753873
3,0.5014985014985015,0.008924462908691953,-2.4209384991453047,0.0704532357225026
4,0.5664335664335665,0.007381632553955992,-7.351258010744916,0.047413456799420904
5,0.4955044955044955,0.007385413245796714,-4.3941720913681115,0.12611106457325358
6,0.5754245754245755,0.00754489928942269,-8.64424106385807,0.05290952341189346
7,0.5294705294705294,0.007862655941540507,-11.050964536512422,-0.10466038421559401
8,0.4675324675324675,0.0072696437879248175,-5.2150908969462995,0.10668977713905159
9,0.46253746253746253,0.007375097776862675,-4.216095067340907,0.12983227193797572
10,0.46053946053946054,0.006997101402882839,-25.589531459184183,-0.0002270696375817824
11,0.5394605394605395,0.007703592791570225,-3.5243820663304275,0.12377363302673104
12,0.5364635364635365,0.007217631278335823,-5.9686013871179835,0.1076892367209235
13,0.4145854145854146,0.006999136680920254,-102.70611311354929,-0.12982423710967989
14,0.4725274725274725,0.007379288785439324,-8.45624062690389,0.02652725819556366
15,0.48951048951048953,0.006858776688580369,-35.59535930196655,0.014878834438246192
16,0.4885114885114885,0.008103250958723574,-2.6088360398293737,0.10831488384416367
17,0.47152847152847155,0.007638139446355667,-20.52157810716169,-0.14269185322123704
18,0.4985014985014985,0.0069112734254627925,-60.861111330289795,-0.045066435798506846
19,0.5394605394605395,0.006796024203220789,-24.647010454848598,0.09297473447181184
20,0.45054945054945056,0.01655204605748091,-2.0688870452730272,-0.1533061813478203
21,0.5554445554445554,0.008080598635603037,-4.591185659437943,0.09321001270038183
22,0.43156843156843155,0.007123923097035217,-33.291045998739655,-0.03809283693426868
23,0.4995004995004995,0.007457455761405969,-9.226057531596345,0.01614442878303392
24,0.4645354645354645,0.007564817192644093,-4.99643223690283,0.07842933553380187
25,0.5294705294705294,0.006815970546634523,-10.895569449296996,0.11647209182906149
26,0.5014985014985015,0.007353219369874393,-14.133816796463105,-0.04713746737186434
27,0.4745254745254745,0.0068798814309800034,-91.87550720924081,-0.03146529569252229
28,0.4755244755244755,0.006867428806627579,-32.688154369059276,0.035051586854857895
29,0.5064935064935064,0.00811502134812104,-3.9183743144343692,0.054269062874229
30,0.5174825174825175,0.016415526296558167,-1.756451612593267,-0.15354652913260836
31,0.5474525474525475,0.007298752235058637,-6.025719048153889,0.13114525628335397
32,0.5584415584415584,0.00836007889474593,-3.6612757514542906,0.08687770894535975
33,0.5174825174825175,0.007172610387343311,-13.820429550759577,0.0023923403364082114
34,0.4695304695304695,0.0068462817395833885,-43.93936598042574,0.04347017648439162
35,0.5214785214785215,0.009258798465175475,-2.192222567245515,0.12034538260467255
36,0.4925074925074925,0.0073278431591282224,-5.497719576365191,0.10271803789103777
37,0.5404595404595405,0.007570358215206684,-12.675178716625448,-0.052900045378474515
38,0.45454545454545453,0.00706094173624622,-8.304726992853945,0.08779473875029363
39,0.45254745254745254,0.009003450227492755,-9.859054748677128,-0.11441692005866824
40,0.5994005994005994,0.007558520687856382,-6.314319264070025,0.07516147832710637
41,0.4385614385614386,0.007156132490727964,-34.37462530663365,-0.10734904167326965
42,0.5024975024975025,0.0073043638981033525,-23.74089742234126,-0.09629528130312263
43,0.5754245754245755,0.013975183307679188,-1.5802656823743675,0.14584125248000748
44,0.4485514485514486,0.008871507825532098,-2.2915240158215378,0.1129432904476731
45,0.5004995004995005,0.011479750964848143,-1.4833764800356062,0.15649198732001868
46,0.45854145854145856,0.00818194134768239,-3.412916421472975,0.08456756589639425
47,0.5274725274725275,0.007148425931729946,-7.932833293014573,0.10522744583855059
48,0.44755244755244755,0.008318782452678615,-2.572474880561886,0.0989340077242859
49,0.5374625374625375,0.0072616331290432734,-5.432942500819922,0.12980977226527193
50,0.45254745254745254,0.007199281362164827,-9.893564399683465,0.048262776487100936
51,0.5534465534465535,0.007350465084365307,-9.205968338370807,0.09955529743091214
52,0.5434565434565435,0.008351765170938802,-6.811296511541789,-0.004740627364321152
53,0.4595404595404595,0.0103464125401115,-1.4695020655607398,0.11282212417235012
54,0.5284715284715285,0.007038367295930293,-48.31868335182861,-0.09164640741903304
55,0.41858141858141856,0.00831784561041154,-12.251622017264491,-0.11678201915324661
56,0.45754245754245754,0.007150311644332817,-17.142736575072437,0.010321936531276419
57,0.47352647352647353,0.007327918265241151,-23.61727669002915,-0.07336870642558124
58,0.3826173826173826,0.007527481765274792,-70.45184756756727,-0.34284521646032506
59,0.4995004995004995,0.007219762754652569,-30.345435469313422,-0.11278995051232611
60,0.43956043956043955,0.00751294971013654,-41.484195586042496,-0.14599419901407132
61,0.5284715284715285,0.008885728396085825,-7.906116994990814,-0.18546213835980968
62,0.44455544455544455,0.007047850800069191,-39.15110531465226,-0.011148110892349562
63,0.5134865134865135,0.007409374672022206,-5.500429811677472,0.09967136687957491
64,0.4175824175824176,0.009037187719986666,-6.043898063397517,-0.16264359026387254
65,0.5764235764235764,0.00819748434463784,-4.399246105262704,0.1386294749770746
66,0.41358641358641357,0.007413581940055117,-40.580195798670275,-0.16346911846388257
67,0.5484515484515484,0.009083694470775047,-1.9557463331925664,0.15239767513894711
68,0.42357642357642356,0.008781163283416308,-9.172987120562789,-0.16886762296293337
69,0.46353646353646355,0.00793523988065965,-7.169605081795048,-0.021332475241661077
70,0.5584415584415584,0.007890187067447926,-3.3906511552108514,0.14130334390784374
71,0.5064935064935064,0.007568419757909899,-4.10243839968534,0.12582416956445963
72,0.5494505494505495,0.010204034552655257,-1.6764202223982063,0.14583039084115668
73,0.5414585414585414,0.007191871241234583,-14.956394969576765,0.006019124123200013
74,0.5124875124875125,0.011249051609258626,-1.9285096023453892,0.09404659977370758
75,0.5504495504495505,0.011261180350834994,-1.5196040908077197,0.11254913572545602
76,0.5184815184815185,0.006948428881021777,-37.45041209371437,0.02283361848860674
77,0.5004995004995005,0.007415021805726782,-26.72953665557336,-0.15428353340314693
78,0.5584415584415584,0.0159696683464575,-0.7818956442203513,0.16244711598068878
79,0.4915084915084915,0.006838260561330671,-41.306040203224235,0.02216697563558107
80,0.5024975024975025,0.007802078530704083,-8.645286721697271,-0.04904420695877347
81,0.5594405594405595,0.0066597395713991715,-21.927204225624468,0.14491883479515724
82,0.5304695304695305,0.007268814988745841,-6.700965171110218,0.10321623678777887
83,0.47952047952047955,0.006766076647761614,-38.57357829913112,0.04851759404690807
84,0.4095904095904096,0.008416488085924934,-7.718708036240747,-0.09007903933995637
85,0.44255744255744256,0.007000373878072605,-13.048863374754472,0.05922960436173363
86,0.5584415584415584,0.01561453053968995,-0.988073450400669,0.12967719302424124
87,0.5124875124875125,0.0069578318846943025,-10.37026771449227,0.14283632560235204
88,0.5514485514485514,0.00817958300825741,-4.200600031949847,0.07748963705306562
89,0.4945054945054945,0.0073565863424393,-22.700133575538498,-0.10799234991333816
90,0.4725274725274725,0.007231818025088528,-7.177215415153794,0.07417749739904185
91,0.47652347652347654,0.007604017190123121,-6.339797959103919,0.024659345968707527
92,0.45454545454545453,0.0070950468111051195,-94.27142700506512,-0.09812420885443088
93,0.41858141858141856,0.00846947785262568,-22.504716921655636,-0.24847101383893405
94,0.4945054945054945,0.007366284915461955,-14.10644381676021,-0.04953865693616204
95,0.5024975024975025,0.007617505374000601,-6.066682247166002,0.03478811671228169
96,0.44155844155844154,0.006934371541110698,-76.14026461680423,-0.0693728143807763
