,lookback,horizon,accuracy,mse,r_square,pcc
0,12,1,0.4445945945945946,0.08421750793332863,-25.544332389558754,-0.047432725060589265
1,12,3,0.4648648648648649,0.4470969833485403,-139.9195216957496,0.16654118487570435
2,12,6,0.42027027027027025,0.8389498899070995,-263.42678348434947,0.10387385378906198
3,12,9,0.3824324324324324,0.9672099579734296,-303.85279421071,0.06693527578094625
4,12,12,0.49324324324324326,9.171252293807981,-2889.666979935656,-0.09049381607925557
5,12,15,0.46756756756756757,21.582206483413856,-6801.448524710038,0.3557658330342842
6,12,18,0.29864864864864865,44.92660983587407,-14159.320031834102,-0.30136836712229786
7,12,21,0.6486486486486487,8437.54442761956,-2659410.200052481,0.03853281268954011
8,12,24,0.6702702702702703,485.6100821447871,-153057.3811904856,0.0008971503266789441
9,18,1,0.41486486486486485,0.02336696908531311,-6.364983951177091,-0.1718373041442659
10,18,3,0.42162162162162165,0.08463209995142074,-25.675006742248065,-0.04546799366539398
11,18,6,0.4337837837837838,0.12892080601177971,-39.634267276296605,-0.011008333315494584
12,18,9,0.4540540540540541,0.33576342000366166,-104.82853902407025,0.028044957741208628
13,18,12,0.4337837837837838,0.0885466263857489,-26.90881777953001,0.13176805828988
14,18,15,0.4472972972972973,2.1222125563560024,-667.8955406019031,0.15670151017803016
15,18,18,0.6432432432432432,0.35145307809383763,-109.77372809038486,0.30980508046080046
16,18,21,0.4689189189189189,7.2801492966709125,-2293.6143565472175,0.11627790835560653
17,18,24,0.44324324324324327,0.09560495164699821,-29.133515902829327,0.22627890591236352
18,24,1,0.35135135135135137,0.020029170528137515,-5.3129505138875555,-0.3337699839788908
19,24,3,0.377027027027027,0.049100967081754154,-14.476026575123463,-0.17565291842886455
20,24,6,0.4851351351351351,0.04472144641171746,-13.09565502026306,0.04868552123447427
21,24,9,0.4027027027027027,0.2164071663220763,-67.20890210718771,-0.00762812842530067
22,24,12,0.5918918918918918,0.3442533814393419,-107.5044714264116,0.18252544057123687
23,24,15,0.5310810810810811,0.23567839626142548,-73.28295898228151,0.22637969745579573
24,24,18,0.48243243243243245,1.681812412942677,-529.086781259045,0.13857093651001756
25,24,21,0.5945945945945946,0.15610717124594842,-48.20307835784763,0.18114622659164073
26,24,24,0.5675675675675675,3.036011577774016,-955.9138583723108,0.21418992942837234
27,30,1,0.4905405405405405,0.012094274331423738,-2.811967911921227,-0.18991997834233962
28,30,3,0.5351351351351351,0.021106417384371075,-5.652485597733875,0.09580271879319668
29,30,6,0.5459459459459459,0.053653346737981535,-15.910881176307203,0.08913428192548921
30,30,9,0.43783783783783786,0.05576064357092514,-16.575075462623563,0.12157577354939866
31,30,12,0.6378378378378379,0.13890661633775467,-42.78167302334874,0.22635070440304478
32,30,15,0.5621621621621622,0.12167660764673967,-37.350984215371184,0.21778677621313244
33,30,18,0.5945945945945946,0.3969587610659776,-124.11656491930913,0.2667013498749272
34,30,21,0.7243243243243244,0.4146803347072015,-129.70218901033653,0.45724250251678245
35,30,24,0.6810810810810811,0.22451767761790867,-69.76523644869162,0.31573432164377546
36,36,1,0.5689189189189189,0.009221945288084997,-1.906644794085374,0.056490684801877855
37,36,3,0.6013513513513513,0.016832404071016934,-4.305368676192029,0.165947659433055
38,36,6,0.5297297297297298,0.0490647735003593,-14.46461879925251,0.18914655396171087
39,36,9,0.6175675675675676,0.0845652704926022,-25.65394291108248,0.24062917058936673
40,36,12,0.6283783783783784,0.12056759347186692,-37.00143645974466,0.24720145010190733
41,36,15,0.5013513513513513,0.06618363771298087,-19.860276221831253,0.17686530884115018
42,36,18,0.6378378378378379,0.19759709043351567,-61.28019537017464,0.288767833451529
43,36,21,0.3810810810810811,0.09947766941714845,-30.35414935856159,0.20123436407195464
44,36,24,0.6486486486486487,0.3042257586054773,-94.88825240806763,0.28619886263738337
45,42,1,0.6162162162162163,0.007625335434183727,-1.4034128213232333,0.11021672253290554
46,42,3,0.6040540540540541,0.0121823466650909,-2.839727238414669,0.1575377408542346
47,42,6,0.5702702702702702,0.02910200108389068,-8.172596161164527,0.15606494580396013
48,42,9,0.581081081081081,0.025279825330702554,-6.967892933371834,0.08772652329868016
49,42,12,0.5716216216216217,0.04596682362661452,-13.488182744650024,0.2272353768185076
