,lookback,horizon,accuracy,mse,r_square,pcc
141,102,18,0.6033966033966034,0.0028491511694899905,0.03188368980005796,0.20747668808824005
142,102,21,0.7252747252747253,0.0025315644060115274,0.13979685668272224,0.4090084768631431
143,102,24,0.5824175824175825,0.002997919689607849,-0.01866653453085676,0.06790761340273396
144,108,1,0.6583416583416584,0.0026457221377075672,0.10100707143936916,0.31926334635838416
145,108,3,0.6693306693306693,0.0025955414053273253,0.11805803945935911,0.3514846887562958
146,108,6,0.6783216783216783,0.0025574728965694535,0.13099338126506677,0.40164467867454234
147,108,9,0.6773226773226774,0.002642303484924667,0.10216869934928052,0.33561019487984145
148,108,12,0.6053946053946054,0.002669226668547891,0.0930204402231013,0.35089268440379273
149,108,15,0.6793206793206793,0.0025282113156905794,0.14093620704926124,0.41947003501112723
150,108,18,0.6613386613386614,0.0027805077501925793,0.05520811516623225,0.343679886225682
151,108,21,0.6703296703296703,0.0026148721911197015,0.11148960981091371,0.39994470291423995
152,108,24,0.6013986013986014,0.0029048391536617654,0.012961406442063339,0.299103474126294
153,114,1,0.7002997002997003,0.002582115271335224,0.12262012076970574,0.35618194964532096
154,114,3,0.7082917082917083,0.0025040843158125907,0.14913434772645606,0.40984065456331986
155,114,6,0.7282717282717283,0.0024344606164694916,0.17279186356215548,0.4795965795760138
156,114,9,0.7022977022977023,0.0024803348522784816,0.15720420490078957,0.4653548141701077
157,114,12,0.7232767232767233,0.0024490476420527753,0.16783532158021186,0.48729085193120714
158,114,15,0.7032967032967034,0.002499201191537561,0.15079359006712678,0.43054723472306
159,114,18,0.7042957042957043,0.0025289061767845367,0.14070009940934836,0.43688251180428184
160,114,21,0.6853146853146853,0.002677532760630281,0.09019810376545956,0.35890525278019103
161,114,24,0.7332667332667333,0.0023766380545461973,0.19243945751748348,0.4891546076571718
162,120,1,0.7162837162837162,0.0025220276512277554,0.14303736141669876,0.38874947455959424
163,120,3,0.7072927072927073,0.0024803183422612536,0.15720981485828545,0.41833796509479726
164,120,6,0.7192807192807192,0.002430760010075302,0.17404929680971692,0.4574626671074148
165,120,9,0.7032967032967034,0.00249812812191626,0.1511582096118831,0.4221262866567758
166,120,12,0.7142857142857143,0.0024128878163161963,0.18012210981540266,0.471514446266066
167,120,15,0.6903096903096904,0.0024939823623548792,0.15256690195945644,0.4629710277684031
168,120,18,0.6933066933066933,0.002626351403926934,0.10758907506009274,0.3660323060384688
169,120,21,0.7192807192807192,0.0025233439906362527,0.1425900809547943,0.40096445247329504
