,aluminium,copper,iron,palladium,zinc,lead,nickel,platinum,tin,palladium_lbma,platinum_lbma,rebar,silver
ARIMA,"(0.6427604871447903, 0.0038359150272312763, 0.31797488170659016)","(0.5331529093369418, 0.005435257111932575, -0.010505702084875036)","(0.5196211096075778, 0.028588447550915417, -0.17439187230671319)","(0.5128552097428958, 0.019373351943273644, -0.014077302268583568)","(0.5250338294993234, 0.005635636353153351, 0.10053904848402975)","(0.4330175913396482, 0.005617438408142468, 0.0032813312009319657)","(0.584573748308525, 0.0184480991027489, -0.0549847582097129)","(0.5006765899864682, 0.011297457569749004, 0.04223992112831061)","(0.550744248985115, 0.007236203417367133, 0.08010097784454438)","(0.5128552097428958, 0.019356702539208716, -0.041136459249532076)","(0.510148849797023, 0.010819890808310233, 0.033430828686276434)","(0.5548037889039242, 0.010125267496239211, -0.023345223388741523)","(0.41271989174560214, 0.01859600518409438, -0.35475232703884385)"
