,lookback,horizon,accuracy,mse,r_square,pcc
0,12,24,0.5216216216216216,0.0551171904707534,-4.8735054156146,-0.09051500303540197
1,18,24,0.6135135135135135,0.14005874758774972,-13.925213085695255,0.07269120178173635
2,24,24,0.5337837837837838,0.040623638167584485,-3.3290152625955134,0.06230029855504456
3,30,24,0.5405405405405406,0.024076537345947446,-1.5656908721736689,0.04146438121660391
4,36,24,0.5635135135135135,0.018638572238888713,-0.9861998416360935,0.2610781067079456
5,42,24,0.5540540540540541,0.021080871257353466,-1.2464608670799557,0.2975692451385884
6,48,24,0.46621621621621623,0.03342319766130032,-2.5617078953792563,-0.2902491220695283
7,54,24,0.5378378378378378,0.019517158164570076,-1.07982542647628,0.2013817349812999
8,60,24,0.4445945945945946,0.018382978969545917,-0.9589628137894703,-0.015165756084843433
9,66,24,0.5918918918918918,0.013330315055365544,-0.42053099950883865,0.30807235995299587
10,72,24,0.5905405405405405,0.012145350879201107,-0.2942565387359477,0.2863748130888224
11,78,24,0.5445945945945946,0.015851778210384578,-0.6892280678787415,0.14335296323112912
12,84,24,0.5337837837837838,0.013444122894098439,-0.43265881211009516,0.28562607529719075
13,90,24,0.6310810810810811,0.011824808340246575,-0.26009826030404337,0.16025754388268654
14,96,24,0.5864864864864865,0.010866482946601412,-0.15797532295144712,0.1855264407505287
15,102,24,0.5648648648648649,0.011785694533076952,-0.25593013859330416,0.15427777344506188
16,108,24,0.4743243243243243,0.013435507670144134,-0.4317407398331856,-0.015108567745279421
17,114,24,0.4540540540540541,0.014390291522599314,-0.533486276574805,-0.09453618610721695
18,120,24,0.39864864864864863,0.013263452418089678,-0.41340585291141796,-0.33644745232672923
19,126,24,0.4756756756756757,0.013057172283940746,-0.3914238274360746,-0.20329662807324417
